SER,LAT1,LNG1,LAT2,LNG2,Distance,Speed,Condition,TIME
259,19.111699,72.888289,19.115,72.888953,0.383,29.33617021276596,Mild,Monday 03:39 13-07-2015
260,19.053163,72.847758,19.05961,72.855036,1.059,45.93253012048193,None,Monday 03:39 13-07-2015
261,19.059899,72.855776,19.063481,72.859757,0.664,41.93684210526316,None,Monday 03:39 13-07-2015
262,19.065423,72.862246,19.069316,72.868508,0.788,48.081355932203394,None,Monday 03:39 13-07-2015
263,19.065498,72.861813,19.066248,72.857327,0.49,25.941176470588236,None,Monday 03:39 13-07-2015
264,19.066623,72.855248,19.067024,72.851248,0.479,29.227118644067794,None,Monday 03:39 13-07-2015
265,19.053877,72.886804,19.054215,72.892067,0.554,28.90434782608696,None,Monday 03:39 13-07-2015
266,19.05407,72.894911,19.052628,72.899632,0.532,34.82181818181819,None,Monday 03:39 13-07-2015
267,19.051819,72.901881,19.048737,72.906187,0.579,32.568749999999994,None,Monday 03:39 13-07-2015
268,19.047894,72.90707,19.046357,72.908817,0.255,26.22857142857143,Mild,Monday 03:39 13-07-2015
269,19.045766,72.908238,19.046115,72.900108,0.863,24.271875,None,Monday 03:39 13-07-2015
270,19.046825,72.900246,19.049771,72.900315,0.332,29.88,None,Monday 03:39 13-07-2015
271,19.050754,72.865348,19.058462,72.871148,1.075,24.64968152866242,None,Monday 03:39 13-07-2015
272,19.060461,72.872472,19.065962,72.874669,0.671,28.418823529411767,None,Monday 03:39 13-07-2015
273,19.220855,72.853166,19.22131,72.860418,0.807,22.177099236641222,None,Monday 03:39 13-07-2015
274,19.221356,72.861679,19.221484,72.865127,0.37,23.36842105263158,Mild,Monday 03:39 13-07-2015
275,19.230725,72.856209,19.23078,72.850381,0.651,19.694117647058825,None,Monday 03:39 13-07-2015
276,19.230338,72.845378,19.230103,72.84125,0.436,24.914285714285715,None,Monday 03:39 13-07-2015
